interval,time,AWE1,AWE2,KWP1,KWP2,SMRR1,SMRR2,M014,M0041,M0042,DPV1,DPV2,DPV3,DPV4,DPV5,DPV6,DPV7,DPV8,DPV9,DPV10,DPV11,DPV12,DPV13,DPV14,DPV15,DPV16,DPV17,DPV18,DPV19,DPV20,DPV21,DPV22,DPV23,DPV24,DPV25,DPV26,DPV27,DPV28,DPV29,DPV30,DPV31,DPV32,DPV33,DPV34,DPV35,DPV36,DPV37,DPV38,DPV39,DPV40,DPV41,DPV42,DPV43,DPV44,DPV45,DPV46,DPV47,DPV48,DPV49,DPV50,DPV51,DPV52,DPV53,DPV54,DPV55,DPV56,DPV57,DPV58,DPV59,DPV60,DPV61
143,0:11:50,10.45,10.45,1.409090909,1.221818182,2.515636364,2.515636364,13.75119038,27.50238077,27.50238077,2.585801589,0.414480056,2.105044293,1.326534021,2.453247108,0.926892153,2.585801589,0.728060432,4.758112334,1.522398105,4.296150077,0.048471415,0.079137003,3.603701296,0.647934216,0.63012839,0.204766997,0.519336585,1.105939624,7.451738091,1.479861965,2.638229854,0.065288028,1.804323679,2.45027947,2.598661352,19.66554537,0.091996767,0.449102495,1.430401338,12.80139953,0.783456334,0.647934216,1.290922369,3.730320502,0.766639721,1.772668878,1.166281589,5.809645268,0.301709826,1.36511331,1.484808028,1.30279292,0.528239498,1.655941798,1.57878322,3.082386286,3.350462885,1.693531875,1.557020544,0.824014049,0.663761617,0.337321477,3.940033561,1.326534021,7.451738091,1.772668878,2.361250341,2.423570732,1.57878322,1.837956906
144,0:11:55,10.45,10.45,1.534545455,1.338909091,2.538218182,2.538218182,13.849502,27.699004,27.699004,2.60460053,0.417493352,2.120348098,1.336178007,2.471082369,0.933630718,2.60460053,0.733353477,4.792704111,1.533466035,4.327383359,0.048823805,0.079712334,3.629900432,0.652644739,0.634709463,0.206255666,0.523112195,1.113979875,7.505912697,1.490620655,2.657409951,0.065762676,1.817441226,2.468093157,2.617553784,19.80851512,0.092665589,0.452367498,1.440800446,12.89446651,0.789152111,0.652644739,1.300307456,3.757440167,0.77221324,1.785556293,1.17476053,5.851881756,0.303903275,1.37503777,1.495602676,1.312264307,0.532079833,1.667980599,1.590261073,3.104795429,3.374820962,1.705843958,1.568340181,0.830004683,0.668587206,0.339773826,3.968677854,1.336178007,7.505912697,1.785556293,2.37841678,2.441190244,1.590261073,1.851318969
145,0:12:00,10.45,10.45,1.608,1.384,2.5546,2.5546,13.92058886,27.84117772,27.84117772,2.614,0.419,2.128,1.341,2.48,0.937,2.614,0.736,4.81,1.539,4.343,0.049,0.08,3.643,0.655,0.637,0.207,0.525,1.118,7.533,1.496,2.667,0.066,1.824,2.477,2.627,19.88,0.093,0.454,1.446,12.941,0.792,0.655,1.305,3.771,0.775,1.792,1.179,5.873,0.305,1.38,1.501,1.317,0.534,1.674,1.596,3.116,3.387,1.712,1.574,0.833,0.671,0.341,3.983,1.341,7.533,1.792,2.387,2.45,1.596,1.858
146,0:12:05,10.45,10.45,1.624727273,1.350545455,2.564218182,2.564218182,13.9599135,27.91982702,27.91982702,2.614,0.419,2.128,1.341,2.48,0.937,2.614,0.736,4.81,1.539,4.343,0.049,0.08,3.643,0.655,0.637,0.207,0.525,1.118,7.533,1.496,2.667,0.066,1.824,2.477,2.627,19.88,0.093,0.454,1.446,12.941,0.792,0.655,1.305,3.771,0.775,1.792,1.179,5.873,0.305,1.38,1.501,1.317,0.534,1.674,1.596,3.116,3.387,1.712,1.574,0.833,0.671,0.341,3.983,1.341,7.533,1.792,2.387,2.45,1.596,1.858
147,0:12:10,10.45,10.45,1.641454545,1.317090909,2.573836364,2.573836364,13.99923815,27.99847631,27.99847631,2.614,0.419,2.128,1.341,2.48,0.937,2.614,0.736,4.81,1.539,4.343,0.049,0.08,3.643,0.655,0.637,0.207,0.525,1.118,7.533,1.496,2.667,0.066,1.824,2.477,2.627,19.88,0.093,0.454,1.446,12.941,0.792,0.655,1.305,3.771,0.775,1.792,1.179,5.873,0.305,1.38,1.501,1.317,0.534,1.674,1.596,3.116,3.387,1.712,1.574,0.833,0.671,0.341,3.983,1.341,7.533,1.792,2.387,2.45,1.596,1.858
148,0:12:15,10.45,10.45,1.658181818,1.283636364,2.583454545,2.583454545,14.0385628,28.0771256,28.0771256,2.614,0.419,2.128,1.341,2.48,0.937,2.614,0.736,4.81,1.539,4.343,0.049,0.08,3.643,0.655,0.637,0.207,0.525,1.118,7.533,1.496,2.667,0.066,1.824,2.477,2.627,19.88,0.093,0.454,1.446,12.941,0.792,0.655,1.305,3.771,0.775,1.792,1.179,5.873,0.305,1.38,1.501,1.317,0.534,1.674,1.596,3.116,3.387,1.712,1.574,0.833,0.671,0.341,3.983,1.341,7.533,1.792,2.387,2.45,1.596,1.858
149,0:12:20,10.45,10.45,1.674909091,1.250181818,2.593072727,2.593072727,14.07788745,28.1557749,28.1557749,2.614,0.419,2.128,1.341,2.48,0.937,2.614,0.736,4.81,1.539,4.343,0.049,0.08,3.643,0.655,0.637,0.207,0.525,1.118,7.533,1.496,2.667,0.066,1.824,2.477,2.627,19.88,0.093,0.454,1.446,12.941,0.792,0.655,1.305,3.771,0.775,1.792,1.179,5.873,0.305,1.38,1.501,1.317,0.534,1.674,1.596,3.116,3.387,1.712,1.574,0.833,0.671,0.341,3.983,1.341,7.533,1.792,2.387,2.45,1.596,1.858
150,0:12:25,10.45,10.45,1.691636364,1.216727273,2.602690909,2.602690909,14.11721209,28.23442419,28.23442419,2.614,0.419,2.128,1.341,2.48,0.937,2.614,0.736,4.81,1.539,4.343,0.049,0.08,3.643,0.655,0.637,0.207,0.525,1.118,7.533,1.496,2.667,0.066,1.824,2.477,2.627,19.88,0.093,0.454,1.446,12.941,0.792,0.655,1.305,3.771,0.775,1.792,1.179,5.873,0.305,1.38,1.501,1.317,0.534,1.674,1.596,3.116,3.387,1.712,1.574,0.833,0.671,0.341,3.983,1.341,7.533,1.792,2.387,2.45,1.596,1.858
151,0:12:30,10.45,10.45,1.708363636,1.183272727,2.612309091,2.612309091,14.15653674,28.31307349,28.31307349,2.614,0.419,2.128,1.341,2.48,0.937,2.614,0.736,4.81,1.539,4.343,0.049,0.08,3.643,0.655,0.637,0.207,0.525,1.118,7.533,1.496,2.667,0.066,1.824,2.477,2.627,19.88,0.093,0.454,1.446,12.941,0.792,0.655,1.305,3.771,0.775,1.792,1.179,5.873,0.305,1.38,1.501,1.317,0.534,1.674,1.596,3.116,3.387,1.712,1.574,0.833,0.671,0.341,3.983,1.341,7.533,1.792,2.387,2.45,1.596,1.858
152,0:12:35,10.45,10.45,1.725090909,1.149818182,2.621927273,2.621927273,14.19586139,28.39172278,28.39172278,2.614,0.419,2.128,1.341,2.48,0.937,2.614,0.736,4.81,1.539,4.343,0.049,0.08,3.643,0.655,0.637,0.207,0.525,1.118,7.533,1.496,2.667,0.066,1.824,2.477,2.627,19.88,0.093,0.454,1.446,12.941,0.792,0.655,1.305,3.771,0.775,1.792,1.179,5.873,0.305,1.38,1.501,1.317,0.534,1.674,1.596,3.116,3.387,1.712,1.574,0.833,0.671,0.341,3.983,1.341,7.533,1.792,2.387,2.45,1.596,1.858
153,0:12:40,10.45,10.45,1.741818182,1.116363636,2.631545455,2.631545455,14.23518603,28.47037207,28.47037207,2.614,0.419,2.128,1.341,2.48,0.937,2.614,0.736,4.81,1.539,4.343,0.049,0.08,3.643,0.655,0.637,0.207,0.525,1.118,7.533,1.496,2.667,0.066,1.824,2.477,2.627,19.88,0.093,0.454,1.446,12.941,0.792,0.655,1.305,3.771,0.775,1.792,1.179,5.873,0.305,1.38,1.501,1.317,0.534,1.674,1.596,3.116,3.387,1.712,1.574,0.833,0.671,0.341,3.983,1.341,7.533,1.792,2.387,2.45,1.596,1.858
154,0:12:45,10.45,10.45,1.758545455,1.082909091,2.641163636,2.641163636,14.27451068,28.54902137,28.54902137,2.614,0.419,2.128,1.341,2.48,0.937,2.614,0.736,4.81,1.539,4.343,0.049,0.08,3.643,0.655,0.637,0.207,0.525,1.118,7.533,1.496,2.667,0.066,1.824,2.477,2.627,19.88,0.093,0.454,1.446,12.941,0.792,0.655,1.305,3.771,0.775,1.792,1.179,5.873,0.305,1.38,1.501,1.317,0.534,1.674,1.596,3.116,3.387,1.712,1.574,0.833,0.671,0.341,3.983,1.341,7.533,1.792,2.387,2.45,1.596,1.858
155,0:12:50,10.45,10.45,1.775272727,1.049454545,2.650781818,2.650781818,14.31383533,28.62767066,28.62767066,2.614,0.419,2.128,1.341,2.48,0.937,2.614,0.736,4.81,1.539,4.343,0.049,0.08,3.643,0.655,0.637,0.207,0.525,1.118,7.533,1.496,2.667,0.066,1.824,2.477,2.627,19.88,0.093,0.454,1.446,12.941,0.792,0.655,1.305,3.771,0.775,1.792,1.179,5.873,0.305,1.38,1.501,1.317,0.534,1.674,1.596,3.116,3.387,1.712,1.574,0.833,0.671,0.341,3.983,1.341,7.533,1.792,2.387,2.45,1.596,1.858
156,0:12:55,10.45,10.45,1.792,1.016,2.6604,2.6604,14.35315998,28.70631995,28.70631995,2.614,0.419,2.128,1.341,2.48,0.937,2.614,0.736,4.81,1.539,4.343,0.049,0.08,3.643,0.655,0.637,0.207,0.525,1.118,7.533,1.496,2.667,0.066,1.824,2.477,2.627,19.88,0.093,0.454,1.446,12.941,0.792,0.655,1.305,3.771,0.775,1.792,1.179,5.873,0.305,1.38,1.501,1.317,0.534,1.674,1.596,3.116,3.387,1.712,1.574,0.833,0.671,0.341,3.983,1.341,7.533,1.792,2.387,2.45,1.596,1.858
157,0:13:00,10.45,10.45,1.861090909,1.026181818,2.664345455,2.664345455,14.35643703,28.71287406,28.71287406,2.606303728,0.417766359,2.121734634,1.33705176,2.472698258,0.934241237,2.606303728,0.733833031,4.795838153,1.534468798,4.330213118,0.048855732,0.07976446,3.632274094,0.653071516,0.635124512,0.20639054,0.523454268,1.114708328,7.510820958,1.491595401,2.659147683,0.065805679,1.818629686,2.469707091,2.619265453,19.82146829,0.092726185,0.45266331,1.441742613,12.90289845,0.789668153,0.653071516,1.301157753,3.75989723,0.772718206,1.786723902,1.175528728,5.855708415,0.304102003,1.375936934,1.496580679,1.313122422,0.53242777,1.669071324,1.591300976,3.106825714,3.377027822,1.706959443,1.569365749,0.830547439,0.669024408,0.33999601,3.971273049,1.33705176,7.510820958,1.786723902,2.379972073,2.442786585,1.591300976,1.852529582
158,0:13:05,10.45,10.45,1.978181818,1.076363636,2.663090909,2.663090909,14.32366649,28.64733298,28.64733298,2.592095226,0.415488868,2.110167805,1.3297627,2.459218118,0.929148136,2.592095226,0.729832474,4.769693206,1.526103502,4.306606568,0.04858939,0.079329617,3.612472422,0.649511237,0.631662073,0.205265383,0.52060061,1.108631394,7.469875035,1.483463833,2.644651098,0.065446934,1.808715261,2.456243258,2.604986289,19.71340976,0.092220679,0.450195575,1.433882822,12.83255713,0.785363206,0.649511237,1.294064373,3.739399808,0.768505662,1.776983415,1.169120226,5.823785488,0.302444164,1.368435889,1.488421934,1.305963815,0.529525192,1.65997223,1.582625854,3.089888571,3.358617648,1.697653798,1.560810209,0.826019634,0.66537716,0.338142491,3.949623293,1.3297627,7.469875035,1.776983415,2.366997439,2.429469512,1.582625854,1.842430348
159,0:13:10,10.45,10.45,2.095272727,1.126545455,2.661836364,2.661836364,14.29089595,28.5817919,28.5817919,2.577886725,0.413211376,2.098600976,1.322473641,2.445737979,0.924055035,2.577886725,0.725831916,4.743548258,1.517738206,4.283000017,0.048323049,0.078894774,3.592670749,0.645950958,0.628199634,0.204140226,0.517746951,1.10255446,7.428929111,1.475332265,2.630154512,0.065088188,1.798800836,2.442779425,2.590707125,19.60535122,0.091715174,0.44772784,1.426023031,12.7622158,0.781058258,0.645950958,1.286970993,3.718902387,0.764293118,1.767242927,1.162711725,5.791862561,0.300786324,1.360934843,1.480263188,1.298805209,0.526622613,1.650873136,1.573950732,3.072951429,3.340207474,1.688348153,1.552254669,0.821491829,0.661729913,0.336288972,3.927973537,1.322473641,7.428929111,1.767242927,2.354022805,2.416152439,1.573950732,1.832331115
160,0:13:15,10.45,10.45,2.212363636,1.176727273,2.660581818,2.660581818,14.25812541,28.51625083,28.51625083,2.563678223,0.410933885,2.087034146,1.315184582,2.43225784,0.918961934,2.563678223,0.721831359,4.71740331,1.509372909,4.259393467,0.048056707,0.07845993,3.572869077,0.642390679,0.624737195,0.20301507,0.514893293,1.096477526,7.387983188,1.467200697,2.615657927,0.064729443,1.788886411,2.429315592,2.576427962,19.49729268,0.091209669,0.445260105,1.41816324,12.69187448,0.77675331,0.642390679,1.279877613,3.698404965,0.760080575,1.757502439,1.156303223,5.759939634,0.299128484,1.353433798,1.472104443,1.291646603,0.523720035,1.641774042,1.56527561,3.056014286,3.3217973,1.679042509,1.543699129,0.816964024,0.658082666,0.334435453,3.90632378,1.315184582,7.387983188,1.757502439,2.341048171,2.402835366,1.56527561,1.822231882
161,0:13:20,10.45,10.45,2.329454545,1.226909091,2.659327273,2.659327273,14.22535488,28.45070975,28.45070975,2.549469721,0.408656394,2.075467317,1.307895523,2.4187777,0.913868833,2.549469721,0.717830801,4.691258362,1.501007613,4.235786916,0.047790366,0.078025087,3.553067404,0.638830401,0.621274756,0.201889913,0.512039634,1.090400592,7.347037265,1.459069129,2.601161341,0.064370697,1.778971986,2.41585176,2.562148798,19.38923415,0.090704164,0.442792369,1.410303449,12.62153315,0.772448362,0.638830401,1.272784233,3.677907544,0.755868031,1.747761951,1.149894721,5.728016707,0.297470645,1.345932753,1.463945697,1.284487997,0.520817456,1.632674948,1.556600488,3.039077143,3.303387125,1.669736864,1.535143589,0.81243622,0.654435418,0.332581934,3.884674024,1.307895523,7.347037265,1.747761951,2.328073537,2.389518293,1.556600488,1.812132648
162,0:13:25,10.45,10.45,2.446545455,1.277090909,2.658072727,2.658072727,14.19258434,28.38516867,28.38516867,2.53526122,0.406378902,2.063900488,1.300606463,2.405297561,0.908775732,2.53526122,0.713830244,4.665113415,1.492642317,4.212180366,0.047524024,0.077590244,3.533265732,0.635270122,0.617812317,0.200764756,0.509185976,1.084323659,7.306091341,1.450937561,2.586664756,0.064011951,1.769057561,2.402387927,2.547869634,19.28117561,0.090198659,0.440324634,1.402443659,12.55119183,0.768143415,0.635270122,1.265690854,3.657410122,0.751655488,1.738021463,1.14348622,5.69609378,0.295812805,1.338431707,1.455786951,1.27732939,0.517914878,1.623575854,1.547925366,3.02214,3.284976951,1.66043122,1.526588049,0.807908415,0.650788171,0.330728415,3.863024268,1.300606463,7.306091341,1.738021463,2.315098902,2.37620122,1.547925366,1.802033415
163,0:13:30,10.45,10.45,2.563636364,1.327272727,2.656818182,2.656818182,14.1598138,28.31962759,28.31962759,2.521052718,0.404101411,2.052333659,1.293317404,2.391817422,0.903682631,2.521052718,0.709829686,4.638968467,1.484277021,4.188573815,0.047257683,0.077155401,3.513464059,0.631709843,0.614349878,0.199639599,0.506332317,1.078246725,7.265145418,1.442805993,2.572168171,0.063653206,1.759143136,2.388924094,2.53359047,19.17311707,0.089693153,0.437856899,1.394583868,12.48085051,0.763838467,0.631709843,1.258597474,3.6369127,0.747442944,1.728280976,1.137077718,5.664170854,0.294154965,1.330930662,1.447628206,1.270170784,0.5150123,1.61447676,1.539250244,3.005202857,3.266566777,1.651125575,1.518032509,0.80338061,0.647140923,0.328874895,3.841374512,1.293317404,7.265145418,1.728280976,2.302124268,2.362884146,1.539250244,1.791934181
164,0:13:35,10.45,10.45,2.680727273,1.377454545,2.655563636,2.655563636,14.12704326,28.25408651,28.25408651,2.506844216,0.40182392,2.040766829,1.286028345,2.378337282,0.89858953,2.506844216,0.705829129,4.612823519,1.475911725,4.164967265,0.046991341,0.076720557,3.493662387,0.628149564,0.610887439,0.198514443,0.503478659,1.072169791,7.224199495,1.434674425,2.557671585,0.06329446,1.749228711,2.375460261,2.519311307,19.06505854,0.089187648,0.435389164,1.386724077,12.41050918,0.759533519,0.628149564,1.251504094,3.616415279,0.743230401,1.718540488,1.130669216,5.632247927,0.292497125,1.323429617,1.43946946,1.263012178,0.512109721,1.605377666,1.530575122,2.988265714,3.248156603,1.64181993,1.509476969,0.798852805,0.643493676,0.327021376,3.819724756,1.286028345,7.224199495,1.718540488,2.289149634,2.349567073,1.530575122,1.781834948
165,0:13:40,10.45,10.45,2.797818182,1.427636364,2.654309091,2.654309091,14.09427272,28.18854543,28.18854543,2.492635714,0.399546429,2.0292,1.278739286,2.364857143,0.893496429,2.492635714,0.701828571,4.586678571,1.467546429,4.141360714,0.046725,0.076285714,3.473860714,0.624589286,0.607425,0.197389286,0.500625,1.066092857,7.183253571,1.426542857,2.543175,0.062935714,1.739314286,2.361996429,2.505032143,18.957,0.088682143,0.432921429,1.378864286,12.34016786,0.755228571,0.624589286,1.244410714,3.595917857,0.739017857,1.7088,1.124260714,5.600325,0.290839286,1.315928571,1.431310714,1.255853571,0.509207143,1.596278571,1.5219,2.971328571,3.229746429,1.632514286,1.500921429,0.794325,0.639846429,0.325167857,3.798075,1.278739286,7.183253571,1.7088,2.276175,2.33625,1.5219,1.771735714
166,0:13:45,10.45,10.45,2.914909091,1.477818182,2.653054545,2.653054545,14.06150218,28.12300436,28.12300436,2.478427213,0.397268937,2.017633171,1.271450226,2.351377003,0.888403328,2.478427213,0.697828014,4.560533624,1.459181132,4.117754164,0.046458659,0.075850871,3.454059042,0.621029007,0.603962561,0.196264129,0.497771341,1.060015923,7.142307648,1.418411289,2.528678415,0.062576969,1.729399861,2.348532596,2.490752979,18.84894146,0.088176638,0.430453693,1.371004495,12.26982653,0.750923624,0.621029007,1.237317334,3.575420436,0.734805314,1.699059512,1.117852213,5.568402073,0.289181446,1.308427526,1.423151969,1.248694965,0.506304564,1.587179477,1.513224878,2.954391429,3.211336254,1.623208641,1.492365889,0.789797195,0.636199181,0.323314338,3.776425244,1.271450226,7.142307648,1.699059512,2.263200366,2.322932927,1.513224878,1.761636481
167,0:13:50,10.45,10.45,3.032,1.528,2.6518,2.6518,14.02873164,28.05746328,28.05746328,2.464218711,0.394991446,2.006066341,1.264161167,2.337896864,0.883310226,2.464218711,0.693827456,4.534388676,1.450815836,4.094147613,0.046192317,0.075416028,3.434257369,0.617468728,0.600500122,0.195138972,0.494917683,1.05393899,7.101361725,1.410279721,2.514181829,0.062218223,1.719485436,2.335068763,2.476473815,18.74088293,0.087671132,0.427985958,1.363144704,12.19948521,0.746618676,0.617468728,1.230223955,3.554923014,0.73059277,1.689319024,1.111443711,5.536479146,0.287523606,1.300926481,1.414993223,1.241536359,0.503401986,1.578080383,1.504549756,2.937454286,3.19292608,1.613902997,1.483810348,0.78526939,0.632551934,0.321460819,3.754775488,1.264161167,7.101361725,1.689319024,2.250225732,2.309615854,1.504549756,1.751537247
168,0:13:55,10.45,10.45,3.149090909,1.578181818,2.650545455,2.650545455,13.9959611,27.9919222,27.9919222,2.450010209,0.392713955,1.994499512,1.256872108,2.324416725,0.878217125,2.450010209,0.689826899,4.508243728,1.44245054,4.070541063,0.045925976,0.074981185,3.414455697,0.613908449,0.597037683,0.194013815,0.492064024,1.047862056,7.060415801,1.402148153,2.499685244,0.061859477,1.70957101,2.32160493,2.462194652,18.63282439,0.087165627,0.425518223,1.355284913,12.12914389,0.742313728,0.613908449,1.223130575,3.534425592,0.726380226,1.679578537,1.105035209,5.50455622,0.285865767,1.293425436,1.406834477,1.234377753,0.500499408,1.568981289,1.495874634,2.920517143,3.174515906,1.604597352,1.475254808,0.780741585,0.628904686,0.3196073,3.733125732,1.256872108,7.060415801,1.679578537,2.237251098,2.29629878,1.495874634,1.741438014
169,0:14:00,10.45,10.45,3.143272727,1.590545455,2.640781818,2.640781818,13.93025197,27.86050393,27.86050393,2.422157902,0.388249488,1.971825561,1.242583683,2.297992195,0.868233341,2.422157902,0.68198478,4.456992927,1.426052415,4.024266171,0.045403878,0.07412878,3.375639341,0.60692939,0.590250415,0.19180822,0.486470122,1.035949707,6.980151293,1.386208195,2.47126822,0.061156244,1.690136195,2.295212366,2.434203829,18.42100195,0.086174707,0.420680829,1.339877707,11.99125685,0.733874927,0.60692939,1.209225732,3.49424539,0.718122561,1.660484683,1.092472902,5.441979098,0.282615976,1.278721463,1.390841244,1.220345049,0.49480961,1.551144732,1.478869171,2.887316,3.138427244,1.586355902,1.458483756,0.771865927,0.621755146,0.315973927,3.690686659,1.242583683,6.980151293,1.660484683,2.211817488,2.270193902,1.478869171,1.721640927
170,0:14:05,10.45,10.45,3.042909091,1.573818182,2.624472727,2.624472727,13.83630976,27.67261951,27.67261951,2.384560021,0.382222895,1.941217951,1.223295711,2.262321672,0.854756213,2.384560021,0.67139869,4.387809373,1.403916554,3.961799606,0.044699098,0.072978118,3.32324107,0.597508345,0.581088268,0.188830882,0.478918902,1.019869206,6.87180208,1.364690815,2.432908024,0.060206948,1.663901101,2.259584993,2.396418965,18.13506244,0.084837063,0.414150822,1.319079491,11.80512289,0.722483373,0.597508345,1.190455557,3.440006059,0.706975523,1.634709854,1.075515021,5.357506122,0.278229077,1.258872544,1.369251948,1.201402275,0.487128941,1.527067129,1.455913463,2.842497714,3.089711091,1.561731735,1.435844481,0.759884659,0.612103969,0.31106923,3.633398073,1.223295711,6.87180208,1.634709854,2.17748461,2.234954878,1.455913463,1.694916801
171,0:14:10,10.45,10.45,2.942545455,1.557090909,2.608163636,2.608163636,13.74236755,27.48473509,27.48473509,2.346962139,0.376196303,1.910610341,1.204007739,2.22665115,0.841279084,2.346962139,0.660812599,4.318625819,1.381780693,3.899333042,0.043994317,0.071827456,3.270842798,0.5880873,0.571926122,0.185853544,0.471367683,1.003788704,6.763452868,1.343173436,2.394547829,0.059257652,1.637666007,2.22395762,2.358634101,17.84912293,0.083499418,0.407620815,1.298281275,11.61898892,0.711091819,0.5880873,1.171685383,3.385766728,0.695828484,1.608935024,1.058557139,5.273033146,0.273842178,1.239023624,1.347662652,1.182459502,0.479448272,1.502989526,1.432957756,2.797679429,3.040994937,1.537107568,1.413205206,0.74790339,0.602452791,0.306164533,3.576109488,1.204007739,6.763452868,1.608935024,2.143151732,2.199715854,1.432957756,1.668192676
172,0:14:15,10.45,10.45,2.842181818,1.540363636,2.591854545,2.591854545,13.64842534,27.29685066,27.29685066,2.309364258,0.370169711,1.880002732,1.184719767,2.190980627,0.827801955,2.309364258,0.650226509,4.249442265,1.359644833,3.836866477,0.043289537,0.070676794,3.218444526,0.578666254,0.562763976,0.182876206,0.463816463,0.987708202,6.655103655,1.321656056,2.356187634,0.058308355,1.611430913,2.188330247,2.320849237,17.56318341,0.082161774,0.401090808,1.277483059,11.43285496,0.699700265,0.578666254,1.152915209,3.331527397,0.684681446,1.583160195,1.041599258,5.188560171,0.269455279,1.219174704,1.326073355,1.163516728,0.471767603,1.478911923,1.410002049,2.752861143,2.992278784,1.512483401,1.39056593,0.735922122,0.592801613,0.301259836,3.518820902,1.184719767,6.655103655,1.583160195,2.108818854,2.164476829,1.410002049,1.641468551
173,0:14:20,10.45,10.45,2.741818182,1.523636364,2.575545455,2.575545455,13.55448312,27.10896624,27.10896624,2.271766376,0.364143118,1.849395122,1.165431794,2.155310105,0.814324826,2.271766376,0.639640418,4.180258711,1.337508972,3.774399913,0.042584756,0.069526132,3.166046254,0.569245209,0.553601829,0.179898868,0.456265244,0.9716277,6.546754443,1.300138676,2.317827439,0.057359059,1.585195819,2.152702875,2.283064373,17.2772439,0.080824129,0.394560801,1.256684843,11.24672099,0.688308711,0.569245209,1.134145035,3.277288066,0.673534408,1.557385366,1.024641376,5.104087195,0.26506838,1.199325784,1.304484059,1.144573955,0.464086934,1.454834321,1.387046341,2.708042857,2.943562631,1.487859233,1.367926655,0.723940854,0.583150436,0.296355139,3.461532317,1.165431794,6.546754443,1.557385366,2.074485976,2.129237805,1.387046341,1.614744425
174,0:14:25,10.45,10.45,2.641454545,1.506909091,2.559236364,2.559236364,13.46054091,26.92108182,26.92108182,2.234168495,0.358116526,1.818787512,1.146143822,2.119639582,0.800847697,2.234168495,0.629054328,4.111075157,1.315373111,3.711933348,0.041879976,0.06837547,3.113647983,0.559824164,0.544439683,0.17692153,0.448714024,0.955547199,6.43840523,1.278621296,2.279467244,0.056409763,1.558960725,2.117075502,2.245279509,16.99130439,0.079486484,0.388030794,1.235886627,11.06058703,0.676917157,0.559824164,1.115374861,3.223048735,0.662387369,1.531610537,1.007683495,5.01961422,0.260681481,1.179476864,1.282894763,1.125631181,0.456406265,1.430756718,1.364090634,2.663224571,2.894846477,1.463235066,1.34528738,0.711959585,0.573499258,0.291450443,3.404243732,1.146143822,6.43840523,1.531610537,2.040153098,2.09399878,1.364090634,1.5880203
175,0:14:30,10.45,10.45,2.541090909,1.490181818,2.542927273,2.542927273,13.3665987,26.73319739,26.73319739,2.196570613,0.352089934,1.788179902,1.12685585,2.083969059,0.787370568,2.196570613,0.618468237,4.041891603,1.293237251,3.649466784,0.041175195,0.067224808,3.061249711,0.550403118,0.535277537,0.173944192,0.441162805,0.939466697,6.330056017,1.257103916,2.241107049,0.055460467,1.532725631,2.081448129,2.207494645,16.70536488,0.07814884,0.381500787,1.215088411,10.87445306,0.665525603,0.550403118,1.096604686,3.168809404,0.651240331,1.505835707,0.990725613,4.935141244,0.256294582,1.159627944,1.261305467,1.106688408,0.448725596,1.406679115,1.341134927,2.618406286,2.846130324,1.438610899,1.322648105,0.699978317,0.56384808,0.286545746,3.346955146,1.12685585,6.330056017,1.505835707,2.00582022,2.058759756,1.341134927,1.561296174
176,0:14:35,10.45,10.45,2.440727273,1.473454545,2.526618182,2.526618182,13.27265649,26.54531297,26.54531297,2.158972732,0.346063341,1.757572293,1.107567878,2.048298537,0.773893439,2.158972732,0.607882146,3.972708049,1.27110139,3.58700022,0.040470415,0.066074146,3.008851439,0.540982073,0.52611539,0.170966854,0.433611585,0.923386195,6.221706805,1.235586537,2.202746854,0.054511171,1.506490537,2.045820756,2.16970978,16.41942537,0.076811195,0.37497078,1.194290195,10.6883191,0.654134049,0.540982073,1.077834512,3.114570073,0.640093293,1.480060878,0.973767732,4.850668268,0.251907683,1.139779024,1.239716171,1.087745634,0.441044927,1.382601512,1.31817922,2.573588,2.797414171,1.413986732,1.300008829,0.687997049,0.554196902,0.281641049,3.289666561,1.107567878,6.221706805,1.480060878,1.971487341,2.023520732,1.31817922,1.534572049
177,0:14:40,10.45,10.45,2.340363636,1.456727273,2.510309091,2.510309091,13.17871428,26.35742854,26.35742854,2.12137485,0.340036749,1.726964683,1.088279906,2.012628014,0.76041631,2.12137485,0.597296056,3.903524495,1.24896553,3.524533655,0.039765634,0.064923484,2.956453167,0.531561028,0.516953244,0.167989516,0.426060366,0.907305693,6.113357592,1.214069157,2.164386659,0.053561875,1.480255443,2.010193383,2.131924916,16.13348585,0.075473551,0.368440774,1.173491979,10.50218513,0.642742495,0.531561028,1.059064338,3.060330742,0.628946254,1.454286049,0.95680985,4.766195293,0.247520784,1.119930105,1.218126875,1.068802861,0.433364258,1.358523909,1.295223512,2.528769714,2.748698017,1.389362564,1.277369554,0.67601578,0.544545725,0.276736352,3.232377976,1.088279906,6.113357592,1.454286049,1.937154463,1.988281707,1.295223512,1.507847923
